model_name,training_mode,it,best_val_accuracy,best_epoch,final_train_loss,final_train_accuracy,final_val_accuracy,final_adv_val_accuracy,train_dataset_size,val_dataset_size,total_training_time,total_params,trainable_params,device
vgg16,progressive,30,94.53993933265926,22,0.3566485887286307,93.20402298850574,78.04424229894563,,,,64028.077815,134301514,119586826,cuda
