model_name,class_name,accuracy,precision,recall,f1,samples
resnet18_advanced,tench,0.958656330749354,1.0,0.958656330749354,0.9788918205804749,387
resnet18_advanced,parachute,0.9538461538461539,1.0,0.9538461538461539,0.9763779527559054,390
resnet18_advanced,English springer,0.9518987341772152,1.0,0.9518987341772152,0.9753566796368353,395
resnet18_advanced,church,0.9511002444987775,1.0,0.9511002444987775,0.974937343358396,409
resnet18_advanced,golf ball,0.9223057644110275,1.0,0.9223057644110275,0.9595827900912647,399
resnet18_advanced,cassette player,0.9215686274509803,1.0,0.9215686274509803,0.9591836734693878,357
resnet18_advanced,garbage truck,0.9177377892030848,1.0,0.9177377892030848,0.9571045576407506,389
resnet18_advanced,French horn,0.8984771573604061,1.0,0.8984771573604061,0.946524064171123,394
resnet18_advanced,chain saw,0.8782383419689119,1.0,0.8782383419689119,0.9351724137931035,386
resnet18_advanced,gas pump,0.8591885441527446,1.0,0.8591885441527446,0.9242618741976892,419
