model_name,class_name,accuracy,precision,recall,f1,samples
mobilenet_v2_advanced,tench,0.9664082687338501,1.0,0.9664082687338501,0.9829172141918527,387
mobilenet_v2_advanced,English springer,0.9645569620253165,1.0,0.9645569620253165,0.981958762886598,395
mobilenet_v2_advanced,garbage truck,0.9588688946015425,1.0,0.9588688946015425,0.979002624671916,389
mobilenet_v2_advanced,church,0.9584352078239609,1.0,0.9584352078239609,0.978776529338327,409
mobilenet_v2_advanced,cassette player,0.957983193277311,1.0,0.957983193277311,0.9785407725321889,357
mobilenet_v2_advanced,golf ball,0.9573934837092731,1.0,0.9573934837092731,0.9782330345710627,399
mobilenet_v2_advanced,parachute,0.9461538461538461,1.0,0.9461538461538461,0.9723320158102766,390
mobilenet_v2_advanced,chain saw,0.9196891191709845,1.0,0.9196891191709845,0.9581646423751686,386
mobilenet_v2_advanced,French horn,0.9111675126903553,1.0,0.9111675126903553,0.953519256308101,394
mobilenet_v2_advanced,gas pump,0.8878281622911695,1.0,0.8878281622911695,0.9405815423514539,419
