model_name,class_name,accuracy,precision,recall,f1,samples
efficientnet_b0_advanced,parachute,0.982051282051282,1.0,0.982051282051282,0.9909443725743854,390
efficientnet_b0_advanced,tench,0.979328165374677,1.0,0.979328165374677,0.989556135770235,387
efficientnet_b0_advanced,church,0.9779951100244498,1.0,0.9779951100244498,0.9888751545117428,409
efficientnet_b0_advanced,English springer,0.9772151898734177,1.0,0.9772151898734177,0.9884763124199745,395
efficientnet_b0_advanced,golf ball,0.9523809523809523,1.0,0.9523809523809523,0.975609756097561,399
efficientnet_b0_advanced,cassette player,0.9467787114845938,1.0,0.9467787114845938,0.9726618705035971,357
efficientnet_b0_advanced,French horn,0.9365482233502538,1.0,0.9365482233502538,0.9672346002621232,394
efficientnet_b0_advanced,gas pump,0.918854415274463,1.0,0.918854415274463,0.9577114427860697,419
efficientnet_b0_advanced,chain saw,0.9015544041450777,1.0,0.9015544041450777,0.9482288828337874,386
efficientnet_b0_advanced,garbage truck,0.8817480719794345,1.0,0.8817480719794345,0.9371584699453552,389
