model_name,class_name,accuracy,precision,recall,f1,samples
swin_t_advanced,parachute,0.9307692307692308,1.0,0.9307692307692308,0.9641434262948207,390
swin_t_advanced,garbage truck,0.9254498714652957,1.0,0.9254498714652957,0.9612817089452603,389
swin_t_advanced,tench,0.9224806201550387,1.0,0.9224806201550387,0.9596774193548387,387
swin_t_advanced,English springer,0.9189873417721519,1.0,0.9189873417721519,0.9577836411609498,395
swin_t_advanced,church,0.8973105134474327,1.0,0.8973105134474327,0.9458762886597939,409
swin_t_advanced,French horn,0.8959390862944162,1.0,0.8959390862944162,0.9451137884872823,394
swin_t_advanced,golf ball,0.8947368421052632,1.0,0.8947368421052632,0.9444444444444444,399
swin_t_advanced,cassette player,0.8683473389355743,1.0,0.8683473389355743,0.9295352323838081,357
swin_t_advanced,chain saw,0.7694300518134715,1.0,0.7694300518134715,0.8696925329428989,386
swin_t_advanced,gas pump,0.6897374701670644,1.0,0.6897374701670644,0.8163841807909604,419
