model_name,class_name,accuracy,precision,recall,f1,samples
inception_v3_advanced,tench,0.9948320413436692,1.0,0.9948320413436692,0.9974093264248705,387
inception_v3_advanced,church,0.9902200488997555,1.0,0.9902200488997555,0.995085995085995,409
inception_v3_advanced,English springer,0.9898734177215189,1.0,0.9898734177215189,0.9949109414758269,395
inception_v3_advanced,parachute,0.9897435897435898,1.0,0.9897435897435898,0.9948453608247423,390
inception_v3_advanced,French horn,0.9873096446700508,1.0,0.9873096446700508,0.9936143039591315,394
inception_v3_advanced,garbage truck,0.987146529562982,1.0,0.987146529562982,0.9935316946959897,389
inception_v3_advanced,golf ball,0.9849624060150376,1.0,0.9849624060150376,0.9924242424242424,399
inception_v3_advanced,chain saw,0.9818652849740933,1.0,0.9818652849740933,0.9908496732026144,386
inception_v3_advanced,gas pump,0.9713603818615751,1.0,0.9713603818615751,0.9854721549636805,419
inception_v3_advanced,cassette player,0.9663865546218487,1.0,0.9663865546218487,0.9829059829059829,357
