model_name,class_name,accuracy,precision,recall,f1,samples
resnet18_advanced,English springer,0.9974683544303797,1.0,0.9974683544303797,0.9987325728770595,395
resnet18_advanced,tench,0.9974160206718347,1.0,0.9974160206718347,0.9987063389391979,387
resnet18_advanced,church,0.9877750611246944,1.0,0.9877750611246944,0.9938499384993851,409
resnet18_advanced,golf ball,0.9874686716791979,1.0,0.9874686716791979,0.9936948297604036,399
resnet18_advanced,garbage truck,0.9845758354755784,1.0,0.9845758354755784,0.9922279792746114,389
resnet18_advanced,parachute,0.9794871794871794,1.0,0.9794871794871794,0.9896373056994818,390
resnet18_advanced,French horn,0.9746192893401016,1.0,0.9746192893401016,0.987146529562982,394
resnet18_advanced,cassette player,0.9663865546218487,1.0,0.9663865546218487,0.9829059829059829,357
resnet18_advanced,gas pump,0.954653937947494,1.0,0.954653937947494,0.9768009768009769,419
resnet18_advanced,chain saw,0.9455958549222798,1.0,0.9455958549222798,0.9720372836218376,386
