model_name,class_name,accuracy,precision,recall,f1,samples
efficientnet_b0_advanced,tench,1.0,1.0,1.0,1.0,387
efficientnet_b0_advanced,English springer,0.9974683544303797,1.0,0.9974683544303797,0.9987325728770595,395
efficientnet_b0_advanced,parachute,0.9974358974358974,1.0,0.9974358974358974,0.9987163029525032,390
efficientnet_b0_advanced,French horn,0.9949238578680203,1.0,0.9949238578680203,0.9974554707379135,394
efficientnet_b0_advanced,church,0.9926650366748166,1.0,0.9926650366748166,0.996319018404908,409
efficientnet_b0_advanced,golf ball,0.9924812030075187,1.0,0.9924812030075187,0.9962264150943396,399
efficientnet_b0_advanced,garbage truck,0.9922879177377892,1.0,0.9922879177377892,0.9961290322580645,389
efficientnet_b0_advanced,gas pump,0.9880668257756563,1.0,0.9880668257756563,0.9939975990396159,419
efficientnet_b0_advanced,cassette player,0.9859943977591037,1.0,0.9859943977591037,0.9929478138222849,357
efficientnet_b0_advanced,chain saw,0.9844559585492227,1.0,0.9844559585492227,0.9921671018276762,386
