model_name,class_name,accuracy,precision,recall,f1,samples
resnet18_advanced,English springer,0.9974683523178101,0.9974683523178101,0.9974683523178101,0.9974683523178101,395
resnet18_advanced,tench,0.9974160194396973,0.9872123003005981,0.9974160194396973,0.9922879338264465,387
resnet18_advanced,church,0.9877750873565674,0.9901960492134094,0.9877750873565674,0.9889841079711914,409
resnet18_advanced,golf ball,0.9874686598777771,0.977667510509491,0.9874686598777771,0.9825436472892761,399
resnet18_advanced,garbage truck,0.9845758080482483,0.9795396327972412,0.9845758080482483,0.9820512533187866,389
resnet18_advanced,parachute,0.9794871807098389,0.9769821166992188,0.9794871807098389,0.9782330393791199,390
resnet18_advanced,French horn,0.9746192693710327,0.9672544002532959,0.9746192693710327,0.9709228873252869,394
resnet18_advanced,cassette player,0.9663865566253662,0.9718309640884399,0.9663865566253662,0.9691011309623718,357
resnet18_advanced,gas pump,0.9546539187431335,0.9592326283454895,0.9546539187431335,0.9569377899169922,419
resnet18_advanced,chain saw,0.9455958604812622,0.9681697487831116,0.9455958604812622,0.956749677658081,386
