model_name,class_name,accuracy,precision,recall,f1,samples
mobilenet_v2_advanced,English springer,0.9974683523178101,0.9974683523178101,0.9974683523178101,0.9974683523178101,395
mobilenet_v2_advanced,tench,0.9948320388793945,0.9922680258750916,0.9948320388793945,0.9935483932495117,387
mobilenet_v2_advanced,golf ball,0.9924812316894531,0.9875311851501465,0.9924812316894531,0.9900000095367432,399
mobilenet_v2_advanced,church,0.9877750873565674,0.9877750873565674,0.9877750873565674,0.9877750873565674,409
mobilenet_v2_advanced,garbage truck,0.9871465563774109,0.9871465563774109,0.9871465563774109,0.9871465563774109,389
mobilenet_v2_advanced,parachute,0.9820512533187866,0.9820512533187866,0.9820512533187866,0.9820512533187866,390
mobilenet_v2_advanced,French horn,0.9796954393386841,0.9821882843971252,0.9796954393386841,0.9809402823448181,394
mobilenet_v2_advanced,cassette player,0.9691876769065857,0.9691876769065857,0.9691876769065857,0.9691876769065857,357
mobilenet_v2_advanced,chain saw,0.9663212299346924,0.9688311815261841,0.9663212299346924,0.9675745964050293,386
mobilenet_v2_advanced,gas pump,0.9618138670921326,0.9641148447990417,0.9618138670921326,0.9629629850387573,419
