model_name,class_name,accuracy,precision,recall,f1,samples
inception_v3_advanced,church,0.9902200488997555,1.0,0.9902200488997555,0.995085995085995,409
inception_v3_advanced,golf ball,0.9874686716791979,1.0,0.9874686716791979,0.9936948297604036,399
inception_v3_advanced,English springer,0.9848101265822785,1.0,0.9848101265822785,0.9923469387755103,395
inception_v3_advanced,French horn,0.9847715736040609,1.0,0.9847715736040609,0.9923273657289001,394
inception_v3_advanced,parachute,0.9794871794871794,1.0,0.9794871794871794,0.9896373056994818,390
inception_v3_advanced,cassette player,0.9775910364145658,1.0,0.9775910364145658,0.9886685552407931,357
inception_v3_advanced,garbage truck,0.974293059125964,1.0,0.974293059125964,0.9869791666666666,389
inception_v3_advanced,tench,0.9689922480620154,1.0,0.9689922480620154,0.9842519685039369,387
inception_v3_advanced,gas pump,0.9618138424821002,1.0,0.9618138424821002,0.9805352798053527,419
inception_v3_advanced,chain saw,0.9378238341968912,1.0,0.9378238341968912,0.9679144385026738,386
