model_name,class_name,accuracy,precision,recall,f1,samples
densenet121_advanced,church,0.995110034942627,0.995110034942627,0.995110034942627,0.995110034942627,409
densenet121_advanced,English springer,0.9949367046356201,0.9924242496490479,0.9949367046356201,0.993678867816925,395
densenet121_advanced,golf ball,0.9899749159812927,0.994962215423584,0.9899749159812927,0.9924623370170593,399
densenet121_advanced,French horn,0.9873096346855164,0.9798488616943359,0.9873096346855164,0.983565092086792,394
densenet121_advanced,tench,0.9870800971984863,0.9870800971984863,0.9870800971984863,0.9870800971984863,387
densenet121_advanced,garbage truck,0.9845758080482483,0.9795396327972412,0.9845758080482483,0.9820512533187866,389
densenet121_advanced,parachute,0.9769230484962463,0.9794344305992126,0.9769230484962463,0.9781771302223206,390
densenet121_advanced,gas pump,0.9665871262550354,0.9642857313156128,0.9665871262550354,0.9654350280761719,419
densenet121_advanced,cassette player,0.9663865566253662,0.9663865566253662,0.9663865566253662,0.9663865566253662,357
densenet121_advanced,chain saw,0.9637305736541748,0.9738219976425171,0.9637305736541748,0.96875,386
