model_name,training_mode,it,best_val_accuracy,best_epoch,final_train_loss,final_train_accuracy,final_val_accuracy,final_adv_val_accuracy,train_dataset_size,val_dataset_size,total_training_time,total_params,trainable_params,device
efficientnet_b0,preattacked,,98.17154255319149,32,0.02229298840913466,99.44813829787235,97.93882978723404,,,,3714.404008,4020358,4020358,cuda
