model_name,training_mode,it,best_val_accuracy,best_epoch,final_train_loss,final_train_accuracy,final_val_accuracy,final_adv_val_accuracy,train_dataset_size,val_dataset_size,total_training_time,total_params,trainable_params,device
densenet121,progressive,30,94.17816813048934,8,0.0011416935254167026,99.98249810396126,86.28032815500087,,,,157463.502056,6964106,6964106,cuda
