model_name,training_mode,it,best_val_accuracy,best_epoch,final_train_loss,final_train_accuracy,final_val_accuracy,final_adv_val_accuracy,train_dataset_size,val_dataset_size,total_training_time,total_params,trainable_params,device
efficientnet_b0,progressive,30,97.28983688833124,8,0.0020271410134135573,99.976455353464,86.20569233455561,,,,97125.730916,4020358,4020358,cuda
