model_name,training_mode,it,best_val_accuracy,best_epoch,final_train_loss,final_train_accuracy,final_val_accuracy,final_adv_val_accuracy,train_dataset_size,val_dataset_size,total_training_time,total_params,trainable_params,device
resnet18,progressive,30,90.895410082769,15,0.0027317075460540517,99.96595937819131,80.84477663827568,,,,104555.79654,11181642,11181642,cuda
