model_name,training_mode,it,best_val_accuracy,best_epoch,final_train_loss,final_train_accuracy,final_val_accuracy,final_adv_val_accuracy,train_dataset_size,val_dataset_size,total_training_time,total_params,trainable_params,device
densenet121,progressive,30,98.15470171890799,2,0.007315423231417087,99.79971387696709,88.30820078496178,,,,94408.859018,6964106,2168330,cuda
