model_name,training_mode,it,best_val_accuracy,best_epoch,final_train_loss,final_train_accuracy,final_val_accuracy,final_adv_val_accuracy,train_dataset_size,val_dataset_size,total_training_time,total_params,trainable_params,device
swin_t,preattacked,,99.76931949250289,33,0.0011330165852864909,99.97117491064222,99.4232987312572,,,,5423.992753,27527044,27527044,cuda
