model_name,attack_name,acc,prec,rec,f1,l0_pixels,l1,l2,linf,power_mse,clean_accuracy,accuracy_drop,relative_accuracy_drop,asr_unconditional,asr_conditional,time,n_samples
vgg16,APGD,35.812964930924544,36.640504452693015,35.77683355942386,35.493705728641,0,0,0,0,0,94.1,93.74187035069075,0.9961941588808794,0.6418703506907546,,111.9375159740448,941
vgg16,APGDT,0.0,0.0,0.0,0.0,0,0,0,0,0,94.1,94.1,1.0,1.0,,127.75864005088806,941
vgg16,BIM,35.28161530286929,36.242398619231544,35.08234174979516,35.46570343202463,0,0,0,0,0,94.1,93.7471838469713,0.9962506253663262,0.6471838469713072,,87.76087069511414,941
vgg16,CW,0.0,0.0,0.0,0.0,0,0,0,0,0,94.1,94.1,1.0,1.0,,231.54560041427612,941
vgg16,DeepFool,19.659936238044633,21.63944687325369,19.490064419738,19.980434593723885,0,0,0,0,0,94.1,93.90340063761955,0.997910740038465,0.8034006376195537,,457.8611228466034,941
vgg16,DIFGSM,29.543039319872477,31.325062396984094,29.431368666239205,29.961928599209752,0,0,0,0,0,94.1,93.80456960680127,0.9968604634091527,0.7045696068012752,,87.99227261543274,941
vgg16,EOTPGD,37.30074388947928,37.78660053439636,37.254783375956805,37.04180419565041,0,0,0,0,0,94.1,93.7269925611052,0.9960360527216282,0.6269925611052072,,157.48282194137573,941
vgg16,FAB,0.10626992561105207,0.21739130434782608,0.11627906976744186,0.15151515151515152,0,0,0,0,0,94.1,94.09893730074388,0.9999887067029106,0.9989373007438895,,793.6318573951721,941
vgg16,FFGSM,40.48884165781084,39.88143403215123,40.23614428904466,39.428396503670946,0,0,0,0,0,94.1,93.69511158342189,0.9956972538089468,0.5951115834218916,,22.423545122146606,941
vgg16,FGSM,40.807651434643994,41.21003446332733,40.45889575178761,40.26075858834857,0,0,0,0,0,94.1,93.69192348565356,0.9956633739176787,0.59192348565356,,22.244691848754883,941
vgg16,GN,91.39213602550478,91.88935423178852,91.29579581931701,91.31075867295154,0,0,0,0,0,94.1,93.18607863974495,0.9902877645031345,0.08607863974495222,,14.911828756332397,941
vgg16,Jitter,15.5154091392136,16.93095258175959,15.24232161336106,15.75936294025086,0,0,0,0,0,94.1,93.94484590860786,0.9983511786249507,0.844845908607864,,101.44293189048767,941
vgg16,MIFGSM,35.28161530286929,36.131712678642266,35.08234174979516,35.40748953001579,0,0,0,0,0,94.1,93.7471838469713,0.9962506253663262,0.6471838469713072,,87.95151424407959,941
vgg16,NIFGSM,35.17534537725824,35.41810916435384,34.989749157202574,34.78498047563534,0,0,0,0,0,94.1,93.7482465462274,0.9962619186634156,0.6482465462274176,,87.47477102279663,941
vgg16,PGD,35.919234856535596,36.835312079686155,35.850173038892315,35.8995995329512,0,0,0,0,0,94.1,93.74080765143464,0.99618286558379,0.640807651434644,,87.095623254776,941
vgg16,PGDL2,71.413390010627,70.39794683564504,70.73786366675814,70.26360023823632,0,0,0,0,0,94.1,93.38586609989372,0.9924109043559376,0.28586609989373,,87.4558207988739,941
vgg16,PGDRS,16.365568544102018,18.14340309289804,16.21083064040873,16.50109518330642,0,0,0,0,0,94.1,93.93634431455898,0.9982608322482358,0.8363443145589798,,724.0205030441284,941
vgg16,PGDRSL2,67.80021253985123,67.21253500986953,67.03276483367556,66.91313043075564,0,0,0,0,0,94.1,93.42199787460149,0.9927948764569765,0.32199787460148765,,1075.3133208751678,941
vgg16,RFGSM,36.450584484590856,37.259291654966766,36.29190518295025,36.483536939196064,0,0,0,0,0,94.1,93.73549415515409,0.9961263990983432,0.6354941551540915,,87.14983344078064,941
vgg16,SINIFGSM,1.7003188097768331,1.583078077732547,1.614473360403593,1.5217187353410262,0,0,0,0,0,94.1,94.08299681190222,0.9998193072465699,0.9829968119022316,,370.01347398757935,941
vgg16,SPSA,96.70563230605738,96.8572951267555,96.69371930101256,96.71672821680886,0,0,0,0,0,94.1,93.13294367693942,0.9897230996486656,0.032943676939426236,,10435.97780418396,941
vgg16,TIFGSM,30.49946865037195,31.899174751561237,30.339844758747216,30.78216662011312,0,0,0,0,0,94.1,93.79500531349628,0.9967588237353484,0.6950053134962806,,92.94429922103882,941
vgg16,TPGD,67.58767268862911,67.34399410431237,68.61395345046509,67.71008528829732,0,0,0,0,0,94.1,93.42412327311371,0.9928174630511553,0.3241232731137089,,95.12731599807739,941
vgg16,UPGD,35.28161530286929,36.05930319050244,35.08234174979516,35.36939429192055,0,0,0,0,0,94.1,93.7471838469713,0.9962506253663262,0.6471838469713072,,92.03627824783325,941
vgg16,VMIFGSM,35.17534537725824,35.97992830343442,34.989749157202574,35.28410868750523,0,0,0,0,0,94.1,93.7482465462274,0.9962619186634156,0.6482465462274176,,457.27803802490234,941
vgg16,VNIFGSM,35.17534537725824,35.389687876369194,34.989749157202574,34.766914778965194,0,0,0,0,0,94.1,93.7482465462274,0.9962619186634156,0.6482465462274176,,467.25891041755676,941
vgg16,Pixle,67.69394261424017,70.10506477944624,66.84604331934334,67.28509181393099,0,0,0,0,0,94.1,93.4230605738576,0.9928061697540659,0.32306057385759823,,1693.9383544921875,941
vgg16,Square,7.332624867162593,8.706986462290907,6.9635252499419025,6.594068451812447,0,0,0,0,0,94.1,94.02667375132837,0.9992207625008329,0.926673751328374,,9429.234681844711,941
