model_name,attack_name,acc,prec,rec,f1,l0_pixels,l1,l2,linf,power_mse,clean_accuracy,accuracy_drop,relative_accuracy_drop,asr_unconditional,asr_conditional,time,n_samples
densenet121,APGD,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,2250.116539955139,988
densenet121,APGDT,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,2281.646074295044,988
densenet121,BIM,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,2022.7513058185577,988
densenet121,CW,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,5736.691940784454,988
densenet121,DeepFool,14.068825910931174,16.679344553299433,14.282798783153256,14.942773949063668,0,0,0,0,0,98.8,98.65931174089069,0.9985760297661,0.8593117408906883,,11969.527930259705,988
densenet121,DIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,1917.7265269756317,988
densenet121,EOTPGD,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,613.1562960147858,988
densenet121,FAB,2.2267206477732793,2.442585839367193,2.2553762102977513,2.189198506361942,0,0,0,0,0,98.8,98.77773279352226,0.9997746234162173,0.9777327935222672,,2070.2799677848816,988
densenet121,FFGSM,21.25506072874494,24.265442524793368,21.640176274109418,22.20690919791442,0,0,0,0,0,98.8,98.58744939271254,0.9978486780638922,0.7874493927125505,,64.10345125198364,988
densenet121,FGSM,31.072874493927127,34.65041745430443,31.395863602522784,31.972480012345695,0,0,0,0,0,98.8,98.48927125506073,0.9968549722172139,0.6892712550607287,,65.03344631195068,988
densenet121,GN,91.39676113360325,93.05684087125317,91.48542839271873,91.61485702933817,0,0,0,0,0,98.8,97.88603238866396,0.9907493156747365,0.08603238866396756,,34.9923677444458,988
densenet121,Jitter,6.0728744939271255,6.359657765215751,5.943957121460352,5.957003837334006,0,0,0,0,0,98.8,98.73927125506073,0.9993853365896835,0.9392712550607287,,342.04188442230225,988
densenet121,MIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,326.6591935157776,988
densenet121,NIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,325.60083770751953,988
densenet121,PGD,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,324.82554030418396,988
densenet121,PGDL2,1.214574898785425,1.7758398481515416,1.2218533126582216,1.4149771061936443,0,0,0,0,0,98.8,98.78785425101215,0.9998770673179368,0.9878542510121457,,326.79316759109497,988
densenet121,PGDRS,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,2231.4442200660706,988
densenet121,PGDRSL2,54.95951417004049,60.07939178377233,54.81522623854468,56.45561856783409,0,0,0,0,0,98.8,98.25040485829959,0.9944372961366356,0.4504048582995951,,2271.6158723831177,988
densenet121,RFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,323.95343351364136,988
densenet121,SINIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,1469.6273500919342,988
densenet121,SPSA,97.46963562753037,97.44998393309572,97.48727986340636,97.45085977602537,0,0,0,0,0,98.8,97.8253036437247,0.99013465226442,0.02530364372469629,,371.85382175445557,988
densenet121,TIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,329.6279706954956,988
densenet121,TPGD,42.00404858299595,43.863769371853465,42.38710408471377,42.46553820996928,0,0,0,0,0,98.8,98.37995951417004,0.9957485780786441,0.5799595141700404,,337.2678153514862,988
densenet121,UPGD,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,325.3806703090668,988
densenet121,VMIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,1748.1355743408203,988
densenet121,VNIFGSM,0.0,0.0,0.0,0.0,0,0,0,0,0,98.8,98.8,1.0,1.0,,1747.0387637615204,988
densenet121,Pixle,67.91497975708502,71.62361637672197,67.71802074001918,68.14051174400596,0,0,0,0,0,98.8,98.12085020242915,0.9931260141946271,0.32085020242914974,,7940.087189435959,988
densenet121,Square,1.8218623481781375,3.3997575490315963,1.803332685777637,2.2336098214914113,0,0,0,0,0,98.8,98.78178137651821,0.999815600976905,0.9817813765182186,,23408.368629693985,988
