model_name,training_mode,it,best_val_accuracy,best_epoch,final_train_loss,final_train_accuracy,final_val_accuracy,final_adv_val_accuracy,train_dataset_size,val_dataset_size,total_training_time,total_params,trainable_params,device
swin_t,progressive,30,90.06426099851706,33,0.004382693511200751,99.85117407121597,83.08926080892608,,,,96275.906895,27527044,27527044,cuda
