model_name,class_name,accuracy,precision,recall,f1,samples
resnet18_progressive_adv,English springer,0.9240506329113924,1.0,0.9240506329113924,0.9605263157894737,395
resnet18_progressive_adv,tench,0.9018087855297158,1.0,0.9018087855297158,0.9483695652173912,387
resnet18_progressive_adv,church,0.8973105134474327,1.0,0.8973105134474327,0.9458762886597939,409
resnet18_progressive_adv,golf ball,0.87468671679198,1.0,0.87468671679198,0.9331550802139037,399
resnet18_progressive_adv,cassette player,0.865546218487395,1.0,0.865546218487395,0.927927927927928,357
resnet18_progressive_adv,parachute,0.8641025641025641,1.0,0.8641025641025641,0.9270976616231087,390
resnet18_progressive_adv,garbage truck,0.8508997429305912,1.0,0.8508997429305912,0.9194444444444444,389
resnet18_progressive_adv,French horn,0.8248730964467005,1.0,0.8248730964467005,0.9040333796940194,394
resnet18_progressive_adv,gas pump,0.7899761336515513,1.0,0.7899761336515513,0.8826666666666666,419
resnet18_progressive_adv,chain saw,0.6865284974093264,1.0,0.6865284974093264,0.8141321044546851,386
