model_name,class_name,accuracy,precision,recall,f1,samples
inception_v3_progressive_adv,English springer,0.9443038105964661,0.9164619445800781,0.9443038105964661,0.9301745891571045,395
inception_v3_progressive_adv,tench,0.930232584476471,0.9160305261611938,0.930232584476471,0.9230769276618958,387
inception_v3_progressive_adv,parachute,0.9076923131942749,0.8232558369636536,0.9076923131942749,0.8634146451950073,390
inception_v3_progressive_adv,church,0.90220046043396,0.9437339901924133,0.90220046043396,0.9225000143051147,409
inception_v3_progressive_adv,golf ball,0.8997493982315063,0.9020100235939026,0.8997493982315063,0.9008783102035522,399
inception_v3_progressive_adv,garbage truck,0.8894601464271545,0.8585608005523682,0.8894601464271545,0.8737373948097229,389
inception_v3_progressive_adv,cassette player,0.8823529481887817,0.8848314881324768,0.8823529481887817,0.8835904598236084,357
inception_v3_progressive_adv,French horn,0.8680202960968018,0.8592965006828308,0.8680202960968018,0.8636363744735718,394
inception_v3_progressive_adv,gas pump,0.8591885566711426,0.823798656463623,0.8591885566711426,0.84112149477005,419
inception_v3_progressive_adv,chain saw,0.6891191601753235,0.8525640964508057,0.6891191601753235,0.7621776461601257,386
