model_name,class_name,accuracy,precision,recall,f1,samples
efficientnet_b0_progressive_adv,English springer,0.9620253164556962,1.0,0.9620253164556962,0.9806451612903226,395
efficientnet_b0_progressive_adv,tench,0.9483204134366925,1.0,0.9483204134366925,0.9734748010610079,387
efficientnet_b0_progressive_adv,parachute,0.9435897435897436,1.0,0.9435897435897436,0.9709762532981531,390
efficientnet_b0_progressive_adv,garbage truck,0.9280205655526992,1.0,0.9280205655526992,0.9626666666666667,389
efficientnet_b0_progressive_adv,church,0.9266503667481663,1.0,0.9266503667481663,0.9619289340101523,409
efficientnet_b0_progressive_adv,cassette player,0.9243697478991597,1.0,0.9243697478991597,0.9606986899563319,357
efficientnet_b0_progressive_adv,golf ball,0.9172932330827067,1.0,0.9172932330827067,0.9568627450980391,399
efficientnet_b0_progressive_adv,French horn,0.9086294416243654,1.0,0.9086294416243654,0.9521276595744681,394
efficientnet_b0_progressive_adv,gas pump,0.8902147971360382,1.0,0.8902147971360382,0.9419191919191919,419
efficientnet_b0_progressive_adv,chain saw,0.8808290155440415,1.0,0.8808290155440415,0.9366391184573003,386
