model_name,class_name,accuracy,precision,recall,f1,samples
mobilenet_v2_progressive_adv,tench,0.961240291595459,0.9712793827056885,0.961240291595459,0.9662337899208069,387
mobilenet_v2_progressive_adv,cassette player,0.9551820755004883,0.8766067028045654,0.9551820755004883,0.9142091274261475,357
mobilenet_v2_progressive_adv,English springer,0.9544304013252258,0.9592875242233276,0.9544304013252258,0.9568527936935425,395
mobilenet_v2_progressive_adv,church,0.9486552476882935,0.9371980428695679,0.9486552476882935,0.9428918361663818,409
mobilenet_v2_progressive_adv,golf ball,0.9423558712005615,0.9567430019378662,0.9423558712005615,0.9494949579238892,399
mobilenet_v2_progressive_adv,garbage truck,0.9408740401268005,0.9172932505607605,0.9408740401268005,0.9289340376853943,389
mobilenet_v2_progressive_adv,parachute,0.9358974099159241,0.9383033514022827,0.9358974099159241,0.9370988607406616,390
mobilenet_v2_progressive_adv,French horn,0.903553307056427,0.9647696614265442,0.903553307056427,0.9331585764884949,394
mobilenet_v2_progressive_adv,gas pump,0.8782815933227539,0.9316455721855164,0.8782815933227539,0.9041768908500671,419
mobilenet_v2_progressive_adv,chain saw,0.8730570077896118,0.8403990268707275,0.8730570077896118,0.8564167618751526,386
