model_name,attack_name,acc,prec,rec,f1,L0_pixels,L1,L2,Linf,power_mse,clean_accuracy,AD,RAD,asr_unconditional,time,n_samples
efficientnet_b0,APGD,0.002,0.0025,0.0024390243902439024,0.002469135802469136,50043.164,2764.6453491210937,8.092055659294129,0.03130983179807663,0.0004363637324422598,1.0,0.998,0.998,0.998,198.8318567276001,500
efficientnet_b0,APGDT,0.0,0.0,0.0,0.0,50162.484,2791.783100097656,8.164399123191833,0.03137257695198059,0.00044465556397335604,1.0,1.0,1.0,1.0,212.59864926338196,500
efficientnet_b0,BIM,0.002,0.002,0.0024390243902439024,0.0021978021978021982,49041.662,2411.9222631835937,7.573515546798706,0.03137257695198059,0.00038121085293823853,1.0,0.998,0.998,0.998,164.58347916603088,500
efficientnet_b0,CW,0.0,0.0,0.0,0.0,49146.808,361.13178298950197,1.2812869268655778,0.026491446644067763,1.1374101542287462e-05,1.0,1.0,1.0,1.0,322.92536664009094,500
efficientnet_b0,DeepFool,0.002,0.004,0.002,0.002666666666666667,50004.646,258.8266454410553,1.0488439285978675,0.046764278659597036,9.930460727684221e-06,1.0,0.998,0.998,0.998,263.2650022506714,500
efficientnet_b0,DIFGSM,0.008,0.00994339694078449,0.008566683964711988,0.008880377870411515,49218.798,2466.509551269531,7.697754990577698,0.03137257695198059,0.00039387750695459543,1.0,0.992,0.992,0.992,163.56766963005066,500
efficientnet_b0,EADEN,0.006,0.0029877369007803795,0.0070488721804511266,0.003980952380952381,8751.108,43.39458295273781,0.8686033611297608,0.10136380390077829,6.4412709451247e-06,1.0,0.994,0.994,0.994,2100.89266371727,500
efficientnet_b0,EADL1,0.002,0.00078125,0.002631578947368421,0.0012048192771084338,7560.774,39.08531008601189,0.8882747358083725,0.10955949407070875,6.5908769537657004e-06,1.0,0.998,0.998,0.998,2095.1112899780273,500
efficientnet_b0,EOTPGD,0.0,0.0,0.0,0.0,50112.642,2638.6315073242185,7.8455302000045775,0.03137257695198059,0.00040905247401678933,1.0,1.0,1.0,1.0,308.254043340683,500
efficientnet_b0,FAB,0.014000000000000002,0.017646025472112428,0.015133367929423974,0.015407150320943424,49323.986,264.5727992248535,0.7764980563670397,0.002896911978838034,5.1523022831148065e-06,1.0,0.986,0.986,0.986,838.3731603622437,500
efficientnet_b0,FFGSM,0.68,0.6923014142618292,0.6777793779961556,0.678897539089894,49885.512,3973.0392158203126,10.682829544067383,0.03137257695198059,0.0007584847207181155,1.0,0.31999999999999995,0.31999999999999995,0.31999999999999995,31.115906476974487,500
efficientnet_b0,FGSM,0.708,0.712532601277655,0.7047490366863969,0.7027931523573531,49870.32,4595.312292480468,11.973027778625488,0.03137257695198059,0.0009531264281831682,1.0,0.29200000000000004,0.29200000000000004,0.29200000000000004,31.34510564804077,500
efficientnet_b0,GN,0.184,0.5535179117518567,0.18681307450493403,0.14939188081696936,50047.662,11216.124637695313,36.69061512374878,0.45052890717983246,0.008958658512681723,1.0,0.8160000000000001,0.8160000000000001,0.8160000000000001,16.71741557121277,500
efficientnet_b0,Jitter,0.118,0.1336331454994579,0.11755330286331529,0.11693464501554665,50110.954,2593.4675620117187,7.741724866867066,0.03137257692217827,0.00039826703001745044,1.0,0.882,0.882,0.882,179.05507278442383,500
efficientnet_b0,MIFGSM,0.0,0.0,0.0,0.0,49909.87,3903.67864453125,10.736497102737427,0.03137257695198059,0.0007662450324278325,1.0,1.0,1.0,1.0,164.0880467891693,500
efficientnet_b0,NIFGSM,0.038,0.04699636946977372,0.03970942862766852,0.040504129561102956,49946.248,3843.603697265625,10.623431303024292,0.03137257695198059,0.000750122413621284,1.0,0.962,0.962,0.962,163.80216574668884,500
efficientnet_b0,PGD,0.0,0.0,0.0,0.0,50111.582,2638.70537890625,7.846118147850037,0.03137257695198059,0.00040911126136779783,1.0,1.0,1.0,1.0,163.19204354286194,500
efficientnet_b0,PGDL2,0.17800000000000002,0.21519935086247352,0.17625139406322915,0.19006397443081607,50103.252,261.589373046875,0.9974934659004211,0.035964247338473795,6.6117153710365526e-06,1.0,0.822,0.822,0.822,164.26576280593872,500
efficientnet_b0,PGDRS,0.234,0.2744157326276708,0.22716630286073314,0.24198231945900125,49257.554,2691.6659865722654,8.141754513740539,0.03137257695198059,0.00044109528604894876,1.0,0.766,0.766,0.766,319.7091200351715,500
