source_model,target_model,attack_name,total_images,total_successful_attacks,transfer_success,transfer_rate,attack_success_rate,timestamp
densenet121_adv_preattacked_20260415,resnet18_adv_preattacked_20260415,BIM,500,500,51,0.102,1.0,2026-04-18 12:57:10
densenet121_adv_preattacked_20260415,vgg16_adv_preattacked_20260415,BIM,500,500,58,0.116,1.0,2026-04-18 12:57:56
densenet121_adv_preattacked_20260415,resnet18_advanced,BIM,500,500,56,0.112,1.0,2026-04-18 12:58:07
densenet121_adv_preattacked_20260415,densenet121_advanced,BIM,500,500,485,0.97,1.0,2026-04-18 12:58:20
densenet121_adv_preattacked_20260415,mobilenet_v2_advanced,BIM,500,500,33,0.066,1.0,2026-04-18 12:58:28
densenet121_adv_preattacked_20260415,efficientnet_b0_advanced,BIM,500,500,30,0.06,1.0,2026-04-18 12:58:34
densenet121_adv_preattacked_20260415,vgg16_advanced,BIM,500,500,50,0.1,1.0,2026-04-18 12:59:27
densenet121_adv_preattacked_20260415,efficientnet_b0_adv_preattacked_20260415,CW,500,500,8,0.016,1.0,2026-04-18 13:19:57
densenet121_adv_preattacked_20260415,mobilenet_v2_adv_preattacked_20260415,CW,500,500,7,0.014,1.0,2026-04-18 13:20:03
densenet121_adv_preattacked_20260415,resnet18_adv_preattacked_20260415,CW,500,500,18,0.036,1.0,2026-04-18 13:20:20
densenet121_adv_preattacked_20260415,vgg16_adv_preattacked_20260415,CW,500,500,31,0.062,1.0,2026-04-18 13:21:05
densenet121_adv_preattacked_20260415,resnet18_advanced,CW,500,500,11,0.022,1.0,2026-04-18 13:21:15
densenet121_adv_preattacked_20260415,densenet121_advanced,CW,500,500,72,0.144,1.0,2026-04-18 13:21:29
densenet121_adv_preattacked_20260415,mobilenet_v2_advanced,CW,500,500,6,0.012,1.0,2026-04-18 13:21:36
densenet121_adv_preattacked_20260415,efficientnet_b0_advanced,CW,500,500,7,0.014,1.0,2026-04-18 13:21:42
densenet121_adv_preattacked_20260415,vgg16_advanced,CW,500,500,18,0.036,1.0,2026-04-18 13:22:35
densenet121_adv_preattacked_20260415,efficientnet_b0_adv_preattacked_20260415,DeepFool,500,500,9,0.018,1.0,2026-04-18 13:41:52
densenet121_adv_preattacked_20260415,mobilenet_v2_adv_preattacked_20260415,DeepFool,500,500,5,0.01,1.0,2026-04-18 13:41:58
densenet121_adv_preattacked_20260415,resnet18_adv_preattacked_20260415,DeepFool,500,500,19,0.038,1.0,2026-04-18 13:42:14
densenet121_adv_preattacked_20260415,vgg16_adv_preattacked_20260415,DeepFool,500,500,30,0.06,1.0,2026-04-18 13:43:00
densenet121_adv_preattacked_20260415,resnet18_advanced,DeepFool,500,500,8,0.016,1.0,2026-04-18 13:43:11
densenet121_adv_preattacked_20260415,densenet121_advanced,DeepFool,500,500,15,0.03,1.0,2026-04-18 13:43:24
densenet121_adv_preattacked_20260415,mobilenet_v2_advanced,DeepFool,500,500,5,0.01,1.0,2026-04-18 13:43:32
densenet121_adv_preattacked_20260415,efficientnet_b0_advanced,DeepFool,500,500,6,0.012,1.0,2026-04-18 13:43:38
densenet121_adv_preattacked_20260415,vgg16_advanced,DeepFool,500,500,27,0.054,1.0,2026-04-18 13:44:31
densenet121_adv_preattacked_20260415,efficientnet_b0_adv_preattacked_20260415,DIFGSM,500,500,30,0.06,1.0,2026-04-18 13:50:05
densenet121_adv_preattacked_20260415,mobilenet_v2_adv_preattacked_20260415,DIFGSM,500,500,38,0.076,1.0,2026-04-18 13:50:11
densenet121_adv_preattacked_20260415,resnet18_adv_preattacked_20260415,DIFGSM,500,500,55,0.11,1.0,2026-04-18 13:50:27
densenet121_adv_preattacked_20260415,vgg16_adv_preattacked_20260415,DIFGSM,500,500,64,0.128,1.0,2026-04-18 13:51:14
densenet121_adv_preattacked_20260415,resnet18_advanced,DIFGSM,500,500,74,0.148,1.0,2026-04-18 13:51:23
densenet121_adv_preattacked_20260415,densenet121_advanced,DIFGSM,500,500,464,0.928,1.0,2026-04-18 13:51:37
densenet121_adv_preattacked_20260415,mobilenet_v2_advanced,DIFGSM,500,500,44,0.088,1.0,2026-04-18 13:51:44
densenet121_adv_preattacked_20260415,efficientnet_b0_advanced,DIFGSM,500,500,41,0.082,1.0,2026-04-18 13:51:51
densenet121_adv_preattacked_20260415,vgg16_advanced,DIFGSM,500,500,63,0.126,1.0,2026-04-18 13:52:43
densenet121_adv_preattacked_20260415,efficientnet_b0_adv_preattacked_20260415,EADEN,500,500,6,0.012,1.0,2026-04-18 16:12:05
densenet121_adv_preattacked_20260415,mobilenet_v2_adv_preattacked_20260415,EADEN,500,500,4,0.008,1.0,2026-04-18 16:12:13
densenet121_adv_preattacked_20260415,resnet18_adv_preattacked_20260415,EADEN,500,500,16,0.032,1.0,2026-04-18 16:12:29
densenet121_adv_preattacked_20260415,vgg16_adv_preattacked_20260415,EADEN,500,500,31,0.062,1.0,2026-04-18 16:13:17
densenet121_adv_preattacked_20260415,resnet18_advanced,EADEN,500,500,10,0.02,1.0,2026-04-18 16:13:26
densenet121_adv_preattacked_20260415,densenet121_advanced,EADEN,500,500,14,0.028,1.0,2026-04-18 16:13:40
densenet121_adv_preattacked_20260415,mobilenet_v2_advanced,EADEN,500,500,5,0.01,1.0,2026-04-18 16:13:50
densenet121_adv_preattacked_20260415,efficientnet_b0_advanced,EADEN,500,500,2,0.004,1.0,2026-04-18 16:13:58
densenet121_adv_preattacked_20260415,vgg16_advanced,EADEN,500,500,22,0.044,1.0,2026-04-18 16:14:52
densenet121_adv_preattacked_20260415,efficientnet_b0_adv_preattacked_20260415,EADL1,500,500,5,0.01,1.0,2026-04-18 18:33:20
densenet121_adv_preattacked_20260415,mobilenet_v2_adv_preattacked_20260415,EADL1,500,500,9,0.018,1.0,2026-04-18 18:33:28
densenet121_adv_preattacked_20260415,resnet18_adv_preattacked_20260415,EADL1,500,500,15,0.03,1.0,2026-04-18 18:33:45
densenet121_adv_preattacked_20260415,vgg16_adv_preattacked_20260415,EADL1,500,500,29,0.058,1.0,2026-04-18 18:34:34
densenet121_adv_preattacked_20260415,resnet18_advanced,EADL1,500,500,12,0.024,1.0,2026-04-18 18:34:46
densenet121_adv_preattacked_20260415,densenet121_advanced,EADL1,500,500,13,0.026,1.0,2026-04-18 18:35:01
densenet121_adv_preattacked_20260415,mobilenet_v2_advanced,EADL1,500,500,8,0.016,1.0,2026-04-18 18:35:11
densenet121_adv_preattacked_20260415,efficientnet_b0_advanced,EADL1,500,500,3,0.006,1.0,2026-04-18 18:35:19
